순위,업소명,주소,분류,현지인 검색 수
367,무봉리토종순대국,인천 미추홀구 낙섬서로 29-0,한식,1487
368,존케이지빌리어드서창2지구점,인천 남동구 서창남순환로215번길 36-0,한식,1486
369,고을순대국,인천 미추홀구 인주대로320번길 2-0,한식,1485
370,태양식당[한식],인천 미추홀구 독배로498번길 8-0,한식,1473
370,평양옥,인천 중구 도원로8번길 68-0,한식,1473
372,만정수산,인천 중구 영종순환로339번길 85-0,전문음식,1471
373,홍장표동해막국수,인천 계양구 학고개길 15-29,한식,1470
374,할머니추어탕,인천 남동구 경인로 734-0,한식,1465
375,건강밥상심마니구월점,인천 남동구 선수촌공원로 9-0,한식,1462
376,꽃피는산골,인천 남동구 수골로 34-0,한식,1457
377,카페오숑,인천 중구 제물량로 137-0,카페/찻집,1452
378,하늘정식,인천 중구 영종진로11번길 27-0,한식,1450
379,삼송가든,인천 남동구 덕골로 7-0,한식,1437
380,기와집담[한식],인천 중구 용유로21번길 65-17,한식,1430
381,오대산산채낙지쭈꾸미전문점,인천 남동구 찬우물로 5-0,전문음식,1415
382,등촌샤브칼국수계양점,인천 계양구 오조산로45번길 8-1,전문음식,1413
382,일오삼간장게장,인천 강화군 중앙로1052번길 16-0,전문음식,1413
384,건강밥상심마니인천논현점,인천 남동구 소래역남로 40-0,한식,1401
385,우리밀손칼국수,인천 중구 용유로21번길 37-0,한식,1398
386,별미감자탕주안점,인천 미추홀구 주염로 8-0,한식,1389
